18.97  350.79
17.39  351.73
17.30  352.22
17.30  351.95
18.50  351.90
18.97  350.36
18.97  353.03
17.39  355.27
17.30  355.97
10.39  351.83
13.30	352.04
17.39	351.35
18.50	353.62
17.39	356.57
10.70	354.02
10.39	353.34
10.70	351.97
17.30	352.05
17.39	353.08
13.30	354.58
10.70	354.36
13.30	355.53
13.30	353.92
17.30	352.36
19.45	353.78
18.50	356.54
17.39	357.11
17.39	357.03
17.39	355.57
18.50	352.76
24.45	354.58
18.97	353.74
18.50	354.13
19.45	354.60
19.45	353.83
24.45	354.27
